name,city,state,capacity,lat,lon
Jackson Gr. 4-8 School,PARAMOUNT,CA,215.0,33.88546734,-118.17262083
Newark Community Center,NEWARK,CA,100.0,37.55060931000001,-122.03993938
Novato High School,NOVATO,CA,1088.0,38.0907691,-122.57193333
N. Marin Community Services,NOVATO,CA,200.0,38.10469959,-122.59597221
Felicia Mahood Senior Multipurpose Center Aud.,LOS ANGELES,CA,50.0,34.0462931,-118.44917135
Nashville Trinity Church Of The Nazarene,NASHVILLE,TN,200.0,36.1238439,-86.70171876
Trinity Church Of The Nazerene(duplicate),NASHVILLE,TN,50.0,36.1238439,-86.70171876
Trinity Fellowship Church,DOVER,TN,60.0,36.51796279,-87.83124924
Liberty High School,BAKERSFIELD,CA,420.0,35.36897097,-119.12804257
Sennett Fire Department,AUBURN,NY,0.0,42.9526119,-76.50852409
The Museum School,SAN DIEGO,CA,4.0,32.73241959,-117.16291602
The Neighborhood Church,PALOS VERDES PENINSULA,CA,93.0,33.80186637,-118.39713658
Sumter County Recreation and Parks,SUMTER,SC,538.0,33.9267732,-80.35098538
Mifflinburg Elementary School,MIFFLINBURG,PA,1467.0,40.92014412,-77.03261299
MADISON HIGH SCHOOL,PORTLAND,OR,500.0,45.54182298,-122.57884911000001
Coolbaugh Elementary Center,TOBYHANNA,PA,60.0,41.1757854,-75.42347407
First Assembly Of God,Alpena,AR,0.0,36.29478703,-93.29041275
Mason Temple,MEMPHIS,TN,10.0,35.12129769,-90.04975078
Turnbull Learning Academy90,SAN MATEO,CA,45.0,37.57560146,-122.32770444
Turner Elementary,ANTIOCH,CA,70.0,38.00357983,-121.84958888000001
St. Philomene Church,SACRAMENTO,CA,300.0,38.60964193,-121.41069275
Valley View School District-Middle School,Archbald,PA,1000.0,41.4932101,-75.55942458
Valley View School District-Elementary Center,PECKVILLE,PA,300.0,41.47908175,-75.58403903
Linda Elementary School,MARYSVILLE,CA,0.0,39.13328118,-121.54443093
Stone Elementary,CROSSVILLE,TN,0.0,35.96803636000001,-85.00405058000001
Inactive- New Life Presbyterian Church of La Mesa,LA MESA,CA,440.0,32.77719683,-117.043558
New Song Church Interdenominational,SAN DIMAS,CA,0.0,34.10662861,-117.80157855
Main Street Elementary School,PLYMOUTH,PA,50.0,41.23961928,-75.94854324
Manheim Central Middle School,MANHEIM,PA,0.0,40.17447126,-76.38880634
Los Olivos Elementary School,LOS OLIVOS,CA,100.0,34.66554826,-120.11575896000001
Banning High School,BANNING,CA,350.0,33.91811273,-116.87780395
Edward Bain School Of Language And Art,KENOSHA,WI,350.0,42.59091358,-87.84054823000001
EISENHOWER ELEMENTARY SCHOOL,GREEN BAY,WI,150.0,44.49036264,-87.98275802
Spring Harbor Middle School,MADISON,WI,225.0,43.08118798,-89.47065035
Shorewood Hills Elementary School,MADISON,WI,355.0,43.08005483,-89.4429872
GAREY HIGH SCHOOL,POMONA,CA,0.0,34.03692216,-117.74984055
FIRST ASSEMBLY OF GOD,SALINAS,CA,0.0,36.66656676,-121.62598145
THE PLACE OF REFUGE,MANTECA,CA,410.0,37.80452389,-121.19500835
Jefferson Village School,JEFFERSON,ME,0.0,44.22270642,-69.4320738
COMMUNITY PRESBYTERIAN CHURCH,CHESTER,NJ,60.0,40.78826754000001,-74.68407848
Coffee County High School,DOUGLAS,GA,300.0,31.55280586,-82.85758473
Orange Avenue Baptist Church,GREEN COVE SPRINGS,FL,240.0,30.00383158,-81.68651456
La Grange Middle School,La Grange,TX,350.0,29.90915995,-96.86969644
Hardy Memorial Methodist Church,TEXARKANA,TX,35.0,33.4232338,-94.05693189
Saint Mary's School,FAIR HAVEN,VT,1875.0,43.59692218,-73.26944493
Chief Kanim Middle School,FALL CITY,WA,450.0,47.57243816,-121.90437558
Triton High School,ERWIN,NC,720.0,35.33548921,-78.67083599
St. Stephens Episcopal Church,BELVEDERE TIBURON,CA,30.0,37.87685636,-122.47122725
Stacey Clegg Middle School,HUNTINGTON BEACH,CA,350.0,33.74696276,-118.01890871
Stagecoach Community Center,CARLSBAD,CA,551.0,33.07543,-117.23640861
Upper Fall Creek Church Of The Brethren,MIDDLETOWN,IN,0.0,40.0552931,-85.49338069000001
Poinciana Elementary,NAPLES,FL,500.0,26.17605622,-81.76721073
Coventry High School,AKRON,OH,300.0,41.01568809,-81.55228176
MONTGOMERY BLAIR HIGH SCHOOL,SILVER SPRING,MD,827.0,39.01913023,-77.01113718
MERRITT TOWNSHIP HALL,MUNGER,MI,0.0,43.52197268,-83.77670983
Palmer High School,PALMER,TX,375.0,32.42840378,-96.67936392
"Quartz Hill High School, Lg Gym 1/2",QUARTZ HILL,CA,175.0,34.66022428,-118.23828033000001
Queen Anne Recreation Center,Los Angeles,CA,50.0,34.05049293,-118.33299693
"Olive Vista Middle School, Gym 1/2",SYLMAR,CA,522.0,34.31230356,-118.45092503000001
Rancho Verde High School,MORENO VALLEY,CA,1132.0,33.86049317,-117.20861057
BEREAN BIBLE CHURCH,CUSTER,SD,0.0,43.76821605,-103.59953003000001
Beresford Fire Station,BERESFORD,SD,0.0,43.08240206,-96.78384716
Thomas Edison Language Institute,SACRAMENTO,CA,136.0,38.59134972,-121.38920795
Thomas Jefferson Junior High School,MADERA,CA,0.0,36.96013245,-120.0741923
First Assembly Of God Church,POMONA,CA,0.0,34.09009908,-117.74662997
First Baptist Church Of Vacaville,VACAVILLE,CA,1102.0,38.33840641,-121.98643871
inactive First Baptist Church Of Redlands,REDLANDS,CA,296.0,34.05316392,-117.18175681000001
First Baptist Church of Walnut Valley,WALNUT,CA,0.0,34.02282979,-117.85727356000001
Inactive First Baptist Church Of Yucaipa,YUCAIPA,CA,1350.0,34.03387346,-117.04565342
Mountain View High School,MOUNTAIN VIEW,CA,850.0,37.35818137,-122.0686997
MCBRIDE SENIOR CENTER,VACAVILLE,CA,400.0,38.357517,-121.98856111
Mc Coy Equestrian And Recreation Center,CHINO HILLS,CA,1.0,33.99491483,-117.7326635
First United Methodist Church - Lindale,LINDALE,TX,150.0,32.51522432,-95.41486319
NORTHSIDE ELEMENTARY SCHOOL,WALTERBORO,SC,656.0,32.94700682000001,-80.61651021
MAINE ENDWELL SENIOR HIGH SCHOOL,ENDICOTT,NY,1600.0,42.12678247,-76.02385247
Midland Elementary School,RYE,NY,60.0,40.97550638,-73.68086677000001
Northside Elementary School,ELIZABETH CITY,NC,173.0,36.23946973,-76.32535917
University of Wisconsin - Parkside,KENOSHA,WI,3000.0,42.64919864,-87.84957742
Franklin Elementary School,NORTH FRANKLIN,CT,700.0,41.63308166,-72.12933842
SENIOR CENTER OF NODAWAY CO,MARYVILLE,MO,60.0,40.34547734,-94.86373167
Avon United Methodist Church,AVON,OH,112.0,41.44465571,-82.04415695
GOOD SHEPHERD LUTHERAN CHURCH,SOMERVILLE,NJ,465.0,40.57072154,-74.5889392
Scottsville Elementary School,SCOTTSVILLE,VA,57.0,37.82053182,-78.51256431
WOOD COUNTY TECHNICAL CENTER,PARKERSBURG,WV,3300.0,39.2426927,-81.55006043
Westfield Academy And Central School,WESTFIELD,NY,1576.0,42.32900402,-79.56747804000001
Morello Park Elementary,MARTINEZ,CA,150.0,38.00059408,-122.10163287
Monterey High School,MONTEREY,CA,640.0,36.59661749,-121.90223519
MURDOCK ELEMENTARY SCHOOL,WILLOWS,CA,0.0,39.52674356,-122.20146661000001
St Cecilia Church,San Francisco,CA,852.0,37.74029431,-122.47339461
Cass Clinton Volunteer Fire Department,WANATAH,IN,25.0,41.4284769,-86.89796881000001
Virgin Valley High School,MESQUITE,NV,200.0,36.81446027,-114.05246689
Florence Gray Center,NEWPORT,RI,0.0,41.50991051,-71.30780775
Woodbury Senior Center,HIGHLAND MILLS,NY,0.0,41.34672853,-74.12773989
Calendar House,SOUTHINGTON,CT,340.0,41.60722615,-72.85793315
Wolfskill Continuation High School,WINTERS,CA,99999.0,38.522445,-121.973631
Conewago Elementary School,ELIZABETHTOWN,PA,0.0,40.23502261,-76.62336751
University Parkway Baptist Church,Johnston City,TN,150.0,36.30697284,-82.34251602
Vance Middle School,BRISTOL,TN,0.0,36.58464751,-82.17996357
VFW POST 1848,JACKSON,TN,100.0,35.70720599,-88.8329321
McKenney Intermediate School,MARYSVILLE,CA,0.0,39.15761683,-121.57138361
Lake Canyon Elementary School,GALT,CA,136.0,38.28629969,-121.30073265
FIRST UNITED METHODIST CHURCH,TORRANCE,CA,0.0,33.83238036,-118.31961502
Resurrection Lutheran Church,PIERRE,SD,0.0,44.36418776,-100.32634858
Quakertown Comm School District - Milford Middle School,QUAKERTOWN,PA,1370.0,40.44152493,-75.39892258
Green Sea Floyds Elementary School,GREEN SEA,SC,533.0,34.1460459,-79.01914341
Hartsville Middle School,HARTSVILLE,SC,1285.0,34.39209141000001,-80.07693498
North Hartsville Elementary School,HARTSVILLE,SC,284.0,34.39209141000001,-80.07693498
Green Sea Floyds High And Middle School,GREEN SEA,SC,1115.0,34.13520907,-78.9986029
Meadow Homes Elementary,CONCORD,CA,102.0,37.96548454000001,-122.03846449
MEADOW LANE ELEMENTARY,ANDERSON,CA,0.0,40.45513168,-122.28745978
Meadowbrook Gymnasium,POWAY,CA,588.0,32.9633475,-117.06598709
Morada Middle School,STOCKTON,CA,268.0,38.04568608,-121.24951626
Bahia Vista Elementary School,SAN RAFAEL,CA,70.0,37.96597018,-122.49862959
First Congregational Church,San Rafael,CA,50.0,37.99264407,-122.53524099
Jefferson Fire Station,JEFFERSON,SD,0.0,42.60299147,-96.56138187
BADGER CLARK Elementary School,BOX ELDER,SD,0.0,44.41821903,-103.52033573
BALTIC SCHOOLS,BALTIC,SD,369.0,43.72143331,-96.86782585
BEAR BUTTE ELEMENTARY SCHOOL,STURGIS,SD,0.0,44.41089855,-103.51786259
Belle Fourche Community Center,BELLE FOURCHE,SD,0.0,44.66278066,-103.84477515
Hallwood Church of the Nazarene,Marysville,CA,0.0,39.21346473,-121.51251399
HAMILTON CITY ELEMENTARY,HAMILTON CITY,CA,0.0,39.74460432,-122.01903014000001
HAMILTON CITY HIGH,HAMILTON CITY,CA,0.0,39.74460432,-122.01903014000001
La Jolla Reservation,PAUMA VALLEY,CA,200.0,33.2769321,-116.85918799
Lincoln Hill Community Church,SAN RAFAEL,CA,50.0,37.9801345,-122.52219183
Mokler K-5 School,PARAMOUNT,CA,329.0,33.88197797,-118.14925644
Monroe Elementary School,LAKEWOOD,CA,94.0,33.83741656,-118.103418
"Woodrow Wilson Middle School, Gym",PASADENA,CA,465.0,34.16473381,-118.15063241
Woodruff Elementary,BELLFLOWER,CA,162.0,33.89446955,-118.12206095
Woodside High School,WOODSIDE,CA,1210.0,37.44260972,-122.23069458
Vine Street Christian Church,NASHVILLE,TN,168.0,36.13029204,-86.83782215000001
Faith United Methodist Church,CHICAGO,IL,200.0,41.75798849,-87.63288578000001
University Avenue Baptist Church,HONOLULU,HI,250.0,21.30400611,-157.81891773
Cooling Center - Charlestown Fire Department,CHARLESTOWN,NH,0.0,43.24079965,-72.42551214
Platteview High School,SPRINGFIELD,NE,1189.0,41.09240925,-96.08096404
Copake Community Center,COPAKE,NY,100.0,42.1110893,-73.55129245
Prairie Lake Recreation Center,DES PLAINES,IL,200.0,42.03784852,-87.91097414
CRESCENT HEIGHTS ELEMENTARY,TACOMA,WA,300.0,47.29345048,-122.3988588
First Baptist Church,JUNCTION,TX,45.0,30.48728912,-99.76865201000001
DOWNING ELEMENTARY,TACOMA,WA,275.0,47.27016704,-122.50525759
East Clarendon HS/Middle School,TURBEVILLE,SC,144.0,33.8853864,-80.01911756
Northside Middle School,WEST COLUMBIA,SC,980.0,34.00012191,-81.09785434000001
New Hope Church Of God,BIG ROCK,TN,225.0,36.57850514,-87.77883675000001
Simon Hamlin Elementary School,SOUTH PORTLAND,ME,0.0,43.62535874,-70.25005215
Mauldin High School,MAULDIN,SC,1100.0,34.79219978,-82.2869649
District Registration Center,RIALTO,CA,50.0,34.09674507,-117.37471535
BELLE FOURCHE HIGH SCHOOL,BELLE FOURCHE,SD,100.0,44.66354509,-103.84290456
Nob Hill Masonic Auditorium,San Francisco,CA,800.0,37.79151969,-122.41357171
Sebastopol Community Center,SEBASTOPOL,CA,0.0,38.40714159,-122.82011923
Whitman Elementary School,SAN DIEGO,CA,315.0,32.83610242,-117.20413195
Middlesex Elementary School,CARLISLE,PA,324.0,40.25803626,-77.13963232
TEP-Foothill High School ,Palo Cedro,CA,3347.0,40.52904696,-122.2387525
Foothill High School,SANTA ANA,CA,280.0,33.76592946,-117.79725281
Foothill High School,SACRAMENTO,CA,880.0,38.68112005,-121.3492061
Folsom Middle School,FOLSOM,CA,1880.0,38.65166725,-121.18793068
Griffith Middle School,LOS ANGELES,CA,120.0,34.03112154,-118.16262936
Monterey County Fairgrounds-Monterey Hall,Monterey,CA,900.0,36.59457603,-121.86514715
Monterey High School-(Burbank Continuation School),BURBANK,CA,0.0,34.18631754,-118.33180083
MONTEREY HILLS SCHOOL,SOUTH PASADENA,CA,135.0,34.10450621,-118.16461687
Blunt Elementary School,BLUNT,SD,200.0,44.51394287,-99.98922872
United South Middle School,LAREDO,TX,200.0,27.48053182,-99.45715384
Vinewood Elementary School,LODI,CA,50.0,38.12646319,-121.29242291
VINEYARD ELEMENTARY SCHOOL,TEMPLETON,CA,374.0,35.55840417,-120.77844238
Beryl Baptist Church Vilonia,VILONIA,AR,0.0,35.0818804,-92.23949201
Clyde Miller Elementary School,AURORA,CO,272.0,39.74381292,-104.75906189
ROCKLAND COMMUNITY CHURCH,GOLDEN,CO,200.0,39.71813727,-105.29412253
Iowa Elementary School,AURORA,CO,271.0,39.68724556,-104.79374874
Oak Grove Middle,CONCORD,CA,87.0,37.93991682,-122.03483123000001
Paramount Park K-8 School,PARAMOUNT,CA,405.0,33.90087273,-118.16010227
St. Francis Episcopal Church,FAIR OAKS,CA,180.0,38.65951833,-121.26252045
Fairview Elementary School,ORLAND,CA,0.0,39.74035952,-122.20340915
Diane S. Leichman High School,RESEDA,CA,160.0,34.19927677,-118.54785395
DIMAGGIO PARK,MARINA,CA,100.0,36.68943652,-121.79834551
Lennox Middle School,INGLEWOOD,CA,330.0,33.93541569,-118.36345697
Leroy Greene Academy,SACRAMENTO,CA,630.0,38.61134165,-121.53039251
Lewis Middle School,PASO ROBLES,CA,450.0,35.62490903,-120.66943556
Orinda Community Center,ORINDA,CA,75.0,37.88243216,-122.1879498
Latter Day Saints Church Rancho Santa Margarita Stake,RANCHO SANTA MARGARITA,CA,300.0,33.64520447,-117.59883539
INDIAN TRAIL MIDDLE SCHOOL,JOHNSON CITY,TN,350.0,36.37019518,-82.40206014
Vineville United Methodist Church,MACON,GA,1116.0,32.84334197,-83.65201883
Johnston Community Center - INACTIVE,SACRAMENTO,CA,143.0,38.61693544,-121.46013748
Holy Name Of Mary Catholic Church,SAN DIMAS,CA,0.0,34.10662861,-117.79365552
Holy Name Of Mary School,SAN DIMAS,CA,0.0,34.12209695,-117.79398827
Los Altos High School,HACIENDA HEIGHTS,CA,1.0,34.00717259,-117.97730607
MEALS ON WHEELS,PACIFIC GROVE,CA,110.0,36.6245954,-121.91892661
Libertyville High School,LIBERTYVILLE,IL,200.0,42.28312961,-87.9647446
Walnut Township Trustees Building,MILLERSPORT,OH,60.0,39.87840545,-82.53653576
OZARK ASSEMBLY OF GOD,OZARK,MO,100.0,37.00439708,-93.21513949000001
Lititz Church Of The Brethren,LITITZ,PA,0.0,40.15391276,-76.31496301
Quimby Community Building,QUIMBY,IA,15.0,42.62848725,-95.64218482
SACRED HEART CATECATHICAL CHURCH,GRAMERCY,LA,93.0,30.05011969,-90.68469911
Britton's Neck Elementary and Middle School,GRESHAM,SC,90.0,33.92930929,-79.3852754
North Star Middle School,STOYSTOWN,PA,400.0,40.10308308,-78.93274554
Reedy River Missionary Baptist Church,GREENVILLE,SC,360.0,34.77629977,-82.34435964000001
EAST HARTFORD TOWN HALL,EAST HARTFORD,CT,102.0,41.76599246,-72.6456392
St. Francis Of Assisi Parish,SACRAMENTO,CA,420.0,38.57384892,-121.47364529000001
Salvation Army,WATERTOWN,SD,200.0,44.89207181,-97.11052588
East Coffee Elementary School,MANCHESTER,TN,200.0,35.53956337,-86.00295453
Twin Creeks Elementary,SAN RAMON,CA,50.0,37.76807437,-121.98474799
West Newport Community Center,NEWPORT BEACH,CA,300.0,33.62094076,-117.91148469
Manor Middle School,LANCASTER,PA,0.0,40.01971592,-76.38708863
East Ridge Middle School,WHITESBURG,TN,328.0,36.26463276,-83.18398467
Kennedy Middle School,EL CENTRO,CA,970.0,32.80003961,-115.55707761000001
Kensington Elementary,KENSINGTON,CA,80.0,37.91383648,-122.27857448
Kent Middle School,GREENBRAE,CA,260.0,37.95244437,-122.55039457
Golden Hills Church,BRENTWOOD,CA,140.0,37.95978284,-121.73697578000001
GOLDEN VALLEY HIGH SCHOOL,BAKERSFIELD,CA,800.0,35.28136802,-118.99485298
Grover Beach Elementary,GROVER BEACH,CA,125.0,35.11871663,-120.61919044
Grover Heights Elementary,GROVER BEACH,CA,100.0,35.12878005,-120.62069231
LIBERTY SENIOR CENTER,LIBERTY,SC,0.0,34.77697426,-82.7074699
Lehighton Borough Annex/PFC Clyde R Houser Jr Building,LEHIGHTON,PA,100.0,40.8339531,-75.71214745
LELAND COMMUNITY CENTER,PITTSBURGH,PA,0.0,40.34302219000001,-79.9778117
Watkins Community Center,HONEA PATH,SC,132.0,34.44451289,-82.39275215
Junipero Serra High School,SAN DIEGO,CA,1445.0,32.82646169,-117.10400143
Jurupa Valley High School,MIRA LOMA,CA,536.0,34.00272994,-117.51345376
Edgar Murray School,SAINT CLAIR,MO,300.0,38.33707541,-90.97823782
Columbia Avenue Church Of Christ,GLASGOW,KY,50.0,36.9982727,-85.90570185
NEW HOPE BAPTIST CHURCH,AUBREY,TX,0.0,33.26760613,-96.98703998
Horseshoe Elementary School,ALEXANDRIA,LA,120.0,31.25982473,-92.46345916000001
Faith Lutheran Church,FOREST LAKE,MN,740.0,45.28785444,-92.97844693
First United Methodist Church,CROSSETT,AR,250.0,33.12962315,-91.96149358
Greater Refuge Temple Ministries,AMITE,LA,0.0,30.73730964,-90.50940326
Indian Land Recreation Center,FT MILL,SC,60.0,34.95323239,-80.85036991
GREENMOUNT COM. FIRE CO.,GETTYSBURG,PA,180.0,39.75580088,-77.27997152
POTOMAC GRADE SCHOOL,POTOMAC,IL,201.0,40.3038379,-87.7879379
East Side Freewill Baptist Church,ELIZABETHTON,TN,250.0,36.34074239,-82.20412835
First Lutheran Church School San Fernando,SAN FERNANDO,CA,243.0,34.29105258,-118.43070827
HOGAN HIGH SCHOOL,VALLEJO,CA,832.0,38.10172284,-122.2160716
Holbrook Elementary,CONCORD,CA,102.0,37.99232031,-122.02662942
City Terrace Park (Gymnasium) 1 of 2,LOS ANGELES,CA,405.0,34.05091562,-118.17900602
Middletown Fire Dept. 175,MIDDLETOWN,CA,60.0,38.80555024,-122.70539272
Pickett County Elementary School,BYRDSTOWN,TN,433.0,36.58137398,-85.13191618
ELK RIDGE ELEMENTARY,BUCKLEY,WA,400.0,47.16615145,-122.0254513
Reformation Lutheran Church,LAS VEGAS,NV,90.0,36.14769392,-115.14713065
Jeffers Elementary School,SPRING LAKE,MI,507.0,43.0621567,-86.1813643
Monta Vista High School,CUPERTINO,CA,815.0,37.31551753,-122.05681966
Watertown Sr High School,WATERTOWN,SD,0.0,44.90330434,-97.09881671
First Baptist Church Hendersonville,HENDERSONVILLE,TN,50.0,36.30919417,-86.56539052999999
First Baptist Church of Knoxville,Knoxville,TN,125.0,35.96088675,-83.91850593999999
First Baptist Church Monterey,MONTEREY,TN,180.0,36.14695648,-85.26688643
CENTERVIEW ELEMENTARY SCHOOL,NEWPORT,TN,227.0,36.07460602,-83.17864269
Wallenpaupack School District Wallenpaupack High School,HAWLEY,PA,400.0,41.47646473,-75.17854372
Bloomsburg Area School District-W.W. Evans Elementary,BLOOMSBURG,PA,0.0,40.99282733,-76.4786666
Richard Byrd Middle School,SUN VALLEY,CA,360.0,34.23617595,-118.39653403
Howe Park (Richard T. Conzelmann Community Center),SACRAMENTO,CA,185.0,38.60362547,-121.41523433
Heritage High School,SUN CITY,CA,522.0,33.74331151,-117.13644897
Heritage Park Community Center,IRVINE,CA,285.0,33.69956848,-117.77699108
Blair Pointe Elementary,PERU,IN,0.0,40.753735,-86.069127
Studio City Recreation Center,STUDIO CITY,CA,0.0,34.15133391,-118.40770361
COMMUNITY ARTS CENTER,TRUCKEE,CA,0.0,39.32887473,-120.18359482
Walnut Creek Shadelands Center,WALNUT CREEK,CA,85.0,37.9241517,-122.02343682
Montview Elementary School,AURORA,CO,225.0,39.74794081,-104.8540303
Segerstrom High School,SANTA ANA,CA,750.0,33.70001815000001,-117.89827365000001
First Baptist Church Alcoa,ALCOA,TN,0.0,35.79732705,-83.97405706
Chattanooga Center For Creative  Arts,CHATTANOOGA,TN,730.0,35.08158363,-85.29848861
Santa Rosa Academic Academy,ATASCADERO,CA,88.0,35.46437106,-120.65587378
Rolling Hills Middle School,WATSONVILLE,CA,270.0,36.9243754,-121.78461286
Rolling Hills Middle School,LOS GATOS,CA,230.0,37.2650206,-121.97816495
COLLINS ALTERNATIVE SCHOOL,BUCKLEY,WA,200.0,47.16351644,-121.99779715
City Terrace Park (Social Hall) 2 of 2,LOS ANGELES,CA,113.0,34.05091562,-118.17900602
FOOTHILLS ELEMENTARY,BUCKLEY,WA,200.0,47.16062961,-122.11735302
Judd Street United Church of Christ,Honolulu,HI,124.0,21.32611145,-157.85336175999998
Abraham Lincoln Elementary School,KINGSPORT,TN,350.0,36.53897095,-82.54081653
"St. John Fisher Church, Barret Hall, Area 1, 1 of 2",RANCHO PALOS VERDES,CA,297.0,33.76312357,-118.36887988
Ramona High School,RIVERSIDE,CA,536.0,33.93984934,-117.41242392000001
Latimer Memorial United Methodist Church,BELTON,SC,175.0,34.52384209,-82.49182147
Carter High School,STRAWBERRY PLAINS,TN,250.0,36.00720183,-83.69696695
HAL HENARD ELEMENTARY SCHOOL,GREENEVILLE,TN,200.0,36.15214556,-82.84122606
Hadley Park Community Center,NASHVILLE,TN,100.0,36.16585123,-86.82028537
Hamsphire Unit School,HAMPSHIRE,TN,0.0,35.60900902,-87.27017122
Yuba Gardens Intermediate School,OLIVEHURST,CA,0.0,39.08786542,-121.5440712
LIVING FAITH CHAPEL,SHIPPENSBURG,PA,1.0,40.04580526,-77.52356188
Christ The Servant Lutheran Church,CONWAY,SC,0.0,33.80576942,-79.01077072
Yucaipa Elementary School,YUCAIPA,CA,100.0,34.0289092,-117.03879159
ST MARK UNITED METHODIST CHURCH,SANTA BARBARA,CA,150.0,34.44422511,-119.75308937
ST MARKS UNIVERSITY PARISH,GOLETA,CA,211.0,34.41514104,-119.85621462
Cathedral of St Mary's of the Assumption,San Francisco,CA,654.0,37.78356069,-122.4243276
ST MARY'S CHURCH,SALINAS,CA,314.0,36.68001162,-121.61347188
Village Baptist Church,SAN LORENZO,CA,150.0,37.6701382,-122.13844212000001
Village High School,PLEASANTON,CA,500.0,37.65511952,-121.87518359
Santa Teresa High School,SAN JOSE,CA,1288.0,37.23487533,-121.83058621
VIRGINIA SCHOOL,WHEATLAND,CA,0.0,39.01046976,-121.42890402
WASHINGTON MIDDLE SCHOOL,SALINAS,CA,0.0,36.66908486,-121.66321338
Washington Prep High School,LOS ANGELES,CA,520.0,33.93775392,-118.30467728
First Christian Church,CHICO,CA,181.0,39.73756263,-121.84144102
First Congregational Church,SANTA BARBARA,CA,72.0,34.43181447000001,-119.71599233
Graham Middle School,Mountain View,CA,240.0,37.38116804000001,-122.08629044
Gibson Elementary School,WOODLAND,CA,0.0,38.66296274,-121.77842553
Marina Middle School,San Francisco,CA,430.0,37.80183491,-122.43643248000001
